"COMMENT_ID","AUTHOR","DATE","CONTENT","VIDEO_NAME","CLASS"
304,"Sheldon Duncombe",2014-09-11 19:09:43,"http://www.aaas.org/tech-i/vote#view/25874/2177367 VOTE SHELDON PLEASE  GUYS. GIVE IT 5 STARS. THANKS IN ADVANCE﻿","Katy Perry - Roar",1
305,"Gio D.",2014-11-07 23:23:54,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿","PSY - GANGNAM STYLE(?????) M/V",0
306,"Vitaly Denisovs",2015-02-15 21:19:55.06,"Need money ? check my channel and subscribe,soon will post how to get it )﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
307,"Kate Love",2015-05-23 01:14:31.812,"Best song﻿","Eminem - Love The Way You Lie ft. Rihanna",0
308,"Eugene Kalinin",2014-01-19 19:21:04,"The projects After Effects, Music, Foto, Web sites and another you can find  and buy here  http://audiojungle.net/user/EugeneKalinin/portfolio?ref=EugeneKalinin﻿","PSY - GANGNAM STYLE(?????) M/V",1
309,"caleb owczarzak",2014-09-09 22:35:25,"This looks so fun and it's a good song﻿","Katy Perry - Roar",0
310,"faisal joy",2015-05-21 18:24:19.018,"Hi I am from bangladesh 💜﻿","Eminem - Love The Way You Lie ft. Rihanna",0
311,"RezAIIDay",2014-11-05 22:50:58,"Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your time﻿","Katy Perry - Roar",1
312,"no honesty",2014-11-07 18:11:06,"Still watching this 2 years later? ﻿","PSY - GANGNAM STYLE(?????) M/V",0
313,"Feredea SJ",2014-10-13 09:03:58,"I love katy fashions tiger, care to visit my blog sinar jahitan  I also have the tiger collections tqvm﻿","Katy Perry - Roar",1
314,"Diana Roque",2014-11-08 04:43:22,"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg﻿","PSY - GANGNAM STYLE(?????) M/V",0
315,"HOTFUZZOFFICIAL",NA,"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!","Eminem - Love The Way You Lie ft. Rihanna",1
316,"RapStarz Coleman",NA,"Subscribe To Mê Please Guys","Eminem - Love The Way You Lie ft. Rihanna",1
317,"Blaze Blaziken",2015-05-20 03:50:29.098,"you cant stop the shuffle﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
318,"Uday Kanwar",2015-05-19 19:30:58.135,"You can not hate eminem and nirvana...trust me﻿","Eminem - Love The Way You Lie ft. Rihanna",0
319,"javiera fracisca labrin",2015-05-17 19:43:43.872,"this very good so I dance with some companions front of the whole school﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
320,"Maria Montana",2015-05-23 04:15:02.178,"Awesome song!,congratulations!!!﻿","Eminem - Love The Way You Lie ft. Rihanna",0
321,"Parssa Alimadad",2014-11-07 07:54:13,"Dear person reading this, You are beautiful and loving Have a great day﻿","PSY - GANGNAM STYLE(?????) M/V",0
322,"Aarjav Parmar",2014-10-18 06:15:45,"Man she is BEAUTIFUL!﻿","Katy Perry - Roar",0
323,"Hambro",NA,"HUH HYUCK HYUCK IM SPECIAL WHO&#39;S WATCHING THIS IN 2015 IM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE IM JUST A RAPPER WITH A DREAM IM GONNA SHARE THIS ON GOOGLE PLUS BECAUSE IM SO COOL.﻿","Eminem - Love The Way You Lie ft. Rihanna",1
324,"Lizzy Molly",NA,"PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS","Eminem - Love The Way You Lie ft. Rihanna",1
325,"Hunter Scott",2014-11-01 04:23:42.175,"SUBSCRIBE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
326,"katy perry",2014-10-24 14:12:49,"Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿","Katy Perry - Roar",1
327,"TheParkourGamingPotato",2014-09-10 22:58:23,"subscribe to me﻿","Katy Perry - Roar",1
328,"Ernest Foli",2015-05-25 21:08:10.798,"fave song﻿","Shakira - Waka Waka",0
329,"lil jay",2014-09-10 03:52:22.309,"Check out my music niggas﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
330,"Joe Ybarra",2015-05-12 06:07:23.379,"Guys lmfaois going to have a reunion on June/27/15 at expo Idaho gardens there going 2 performe live and there&#39;s going 2 be a press conference after to answer questions about were there been its all live on my channel I got publishing rights subscribe to my channel to watch the whole thing if u don&#39;t believe me look it up hope to see all u true fans there and yes it&#39;s free ﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
331,"Googles top ten pics",2014-11-06 05:26:28,"Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿","Katy Perry - Roar",0
332,"Neeru bala",2013-09-05 23:07:09.056,"Hi.. Everyone.. If anyone after real online work. I can help u. Earn lots of money. It&#39;s fun. It&#39;s real and affiliated company.. U not think u r working. It&#39;s easy and enjoyable. For more info contact me .. Neeru105@ gmail.com","Shakira - Waka Waka",1
333,"Hazetrix (EHazardStudio)",2015-04-08 00:09:33.033,"hey guys im 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me:)﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
334,"angela pollman",2013-11-04 01:38:02.979,"and how many subscribers compared to her over a million","Shakira - Waka Waka",1
335,"InterGaming",2014-11-14 13:16:24,"everyones back lool this is almost 3 years old and people are still hear!  xD﻿","PSY - GANGNAM STYLE(?????) M/V",0
336,"lebanonwarior1",2014-11-06 18:07:21,"Song name??﻿","PSY - GANGNAM STYLE(?????) M/V",0
337,"Made2Falter",2014-09-09 23:55:30,"Check out our vids, our songs are awesome! And that I guarantee :)﻿","Katy Perry - Roar",1
338,"Darth Vaderbro",2014-09-20 00:05:45,"If interested in making extra money by internet use the next link www.swagbucks.com/refer/Nonturtle02﻿","Katy Perry - Roar",1
339,"Uroš Slemenjak",2014-11-07 12:16:21,"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿","Katy Perry - Roar",1
340,"Malvin Baez",2015-05-03 01:39:03.193,"PLEASE DON&#39;T LIKE THIS COMMENT IF YOU ARE WATCHING IN 2015!!!!!!!!!!!﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
341,"Joengz",2014-01-19 10:31:10,"Check out my dubstep song ""Fireball"", made with Fruity Loops. I really took  time in it.  /watch?v=telOA6RIO8o﻿","PSY - GANGNAM STYLE(?????) M/V",1
342,"Matheus Ribeiro",2015-05-20 01:41:33.711,"Good times ...﻿","Shakira - Waka Waka",0
343,"anthony Jennings",2014-11-07 23:26:04,"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....﻿","PSY - GANGNAM STYLE(?????) M/V",0
344,"Themayerlife",NA,"Check out my mummy chanel!","Eminem - Love The Way You Lie ft. Rihanna",1
345,"ovidiu mitricioiu",2015-05-26 08:11:50.918,"BEAUTIFUL","Shakira - Waka Waka",0
346,"Emily Horposniac",2015-03-19 10:33:00.987,"Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
347,"Anastasia Trevla",2015-05-23 18:35:07.666,"I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿","Shakira - Waka Waka",0
348,"Trygve Nilsen",2015-05-25 19:48:16.265,"I felt old when I realized that this song was 5 years old...﻿","Shakira - Waka Waka",0
349,"Nader sheckler",2015-05-22 23:24:03.588,"#1 song in world even in 2015﻿","Eminem - Love The Way You Lie ft. Rihanna",0
350,"Eliana Guzman",2015-05-24 15:47:50.071,"Wow I love it ﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
351,"James Cook",2013-10-20 13:31:10.083,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com","Shakira - Waka Waka",1
352,"Angela Flemming",2014-11-08 03:46:33,"Still a very fun music video to watch! ﻿","PSY - GANGNAM STYLE(?????) M/V",0
353,"Oscar Yovera Palacios",2015-05-16 01:24:57.701,"likeeeeeeeee﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
354,"hassan laidli",2015-05-26 09:23:16.049,"cool﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
355,"Nash Alema",2015-05-25 03:09:41.79,"Waka waka﻿","Shakira - Waka Waka",0
356,"Thiago Andrade",2015-05-25 08:08:49.121,"Nice vídeo shakira good﻿","Shakira - Waka Waka",0
357,"leslie mendoza",2015-05-27 04:28:42.896,"best song﻿","Eminem - Love The Way You Lie ft. Rihanna",0
358,"Louis Bryant",2013-10-12 15:19:50.282,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.","Shakira - Waka Waka",1
359,"Gianpaolo T",2014-11-07 15:58:09,"Wow 23 min ago﻿","PSY - GANGNAM STYLE(?????) M/V",0
360,"Dicky Tricahyadi",2015-05-20 05:49:45.161,"LMFAO IS THE BEST﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
361,"Brandtastic 1080",NA,"Hay dakota u earned a subscribee","Eminem - Love The Way You Lie ft. Rihanna",1
362,"ollie123216",2014-10-23 22:20:43,"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿","Katy Perry - Roar",0
363,"Felipe Browne",2015-05-08 01:52:42.291,"Check out this video on YouTube: ﻿","Shakira - Waka Waka",1
364,"Karolína Hlavatá",2015-05-27 14:41:43.081,"wery good﻿","Shakira - Waka Waka",0
365,"high tems",2013-10-12 09:13:19.285,"subscribe  my","Shakira - Waka Waka",1
366,"Zain Hassan",2014-08-29 19:00:20,"Thanks to this video we know that Nokia phones can survive a plane crash.﻿","Katy Perry - Roar",0
367,"Nedim Alp SEÇGEL",2014-11-01 02:37:29,"Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063﻿","Katy Perry - Roar",1
368,"ThoseFour KidsYaay",2014-11-08 10:14:47,"2 billion for this shit?﻿","PSY - GANGNAM STYLE(?????) M/V",0
369,"M.E.S",NA,"hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff","Eminem - Love The Way You Lie ft. Rihanna",1
370,"Mai Nguyễn",2014-08-28 03:53:35,"help me click on the subscribe Mai Nguyen, thank you﻿","Katy Perry - Roar",1
371,"annabelle dalal",2013-10-02 03:50:46.921,"She is good","Shakira - Waka Waka",0
372,"Boksu Boc",2015-05-23 08:36:40.952,"EMINEM&lt;3 <br />the best rapper ever&lt;3﻿","Eminem - Love The Way You Lie ft. Rihanna",0
373,"fortune kitty52",2014-10-11 11:26:00,"Since when has Katy Perry had her own YouTube channel?﻿","Katy Perry - Roar",0
374,"harold_123",2015-05-25 01:03:35.172,"Every collaboration between them, we know it will be number 1 ﻿","Eminem - Love The Way You Lie ft. Rihanna",0
375,"Eli Zabeth",2015-05-17 01:14:28.368,"In my head this is like 2 years ago.. Time FLIES﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
376,"nataly gonzález",2015-05-19 21:49:18.833,"She looks like Megan Fox 😂 xD!!﻿","Eminem - Love The Way You Lie ft. Rihanna",0
377,"Itss Synco",2014-11-11 22:37:23,"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿","PSY - GANGNAM STYLE(?????) M/V",1
378,"damion taylor",2013-07-21 20:20:34.118,"check out my new video","Shakira - Waka Waka",1
379,"SuperPanic3",2015-01-17 20:26:39.026,"LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
380,"juanmanuel cespedes",2014-11-07 22:59:13,"i hate this music. fucking singer and every koean chainise ana US sucks me dick.﻿","PSY - GANGNAM STYLE(?????) M/V",0
381,"Vincent T.",NA,"RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX)  CLICK! SUBSCRIBE!","Eminem - Love The Way You Lie ft. Rihanna",1
382,"geraldine lopez",2015-05-20 23:44:25.92,"love the you lie the good﻿","Eminem - Love The Way You Lie ft. Rihanna",0
383,"Bi - Bases of Image [Musical videos]",2014-10-15 11:02:31,"Visit my channel﻿","Katy Perry - Roar",1
384,"Nimesh Nambiar",2015-05-26 03:17:53.672,"She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿","Shakira - Waka Waka",0
385,"mariosergopao",2014-07-23 10:58:59.825," are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
386,"FreshisYummy",2013-10-26 06:28:32.523,"Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:)","Shakira - Waka Waka",1
387,"Thalia Grace",2014-09-14 15:55:13,"This comment will randomly get lot's of likes and replies for no reason. I  also like Jello. Strawberry jello.﻿","Katy Perry - Roar",0
388,"SnEakiESTG",NA,"SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG   SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG","Eminem - Love The Way You Lie ft. Rihanna",1
389,"John Chen",2014-09-13 15:37:09,"Boooobs﻿","Katy Perry - Roar",0
390,"Sev3617",2014-11-08 03:15:09,"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. ﻿","PSY - GANGNAM STYLE(?????) M/V",0
391,"kyeman13",NA,"Go check out my rapping video called Four Wheels please ❤️﻿","Eminem - Love The Way You Lie ft. Rihanna",1
392,"Raafat saeed",2015-05-27 04:19:29.178,"Check out this playlist on YouTube:﻿","Shakira - Waka Waka",1
393,"o olek",2014-09-11 17:43:49,"The great mother of the jungle. Sweet and natural. I like her videos.﻿","Katy Perry - Roar",0
394,"Fazeela Boodoo",2014-11-06 13:44:00,"It looks so real and my daughter is a big fan and she likes a lot of your  songs.﻿","Katy Perry - Roar",0
395,"James Wolf",2015-01-23 21:44:55.558,"Check out this video on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
396,"Orfeu LUZ DO SOL",2014-10-12 07:23:27,"She is a perfect wonder.....﻿","Katy Perry - Roar",0
397,"Marshmallow Kingdom",2015-05-20 12:39:21.201,"SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
398,"KAM IL",2015-05-23 16:06:50.834,"I remember that torunament like it was today.﻿","Shakira - Waka Waka",0
399,"Mary-Jane Watson",2014-10-20 02:25:02,"She is good. Does she make any more music? If she doesn't, she should!﻿","Katy Perry - Roar",0
400,"OfficialBladeDoesGaming",2015-05-17 11:03:22.388,"Best song ever﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
401,"citywok68",2014-09-20 03:45:12,"Hey guys plz check out my youtube channel to c funny 2 girls 1 cup reaction  thanks and plz subscribe! Thanks﻿","Katy Perry - Roar",1
402,"Supernatural Kubilay",2015-05-28 07:23:37.637,"Eminem and Rihanna sing the song very well.﻿","Eminem - Love The Way You Lie ft. Rihanna",0
403,"CustomerService GM",2014-11-08 05:52:30,"https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿","PSY - GANGNAM STYLE(?????) M/V",1
404,"themind blasters",2014-10-29 19:39:38,"plz subscribe to my channel i need subs and if you do i will sub back i  need help﻿","Katy Perry - Roar",1
405,"Melody Peace",NA,"Check out this video on YouTube:﻿","Eminem - Love The Way You Lie ft. Rihanna",1
406,"Vivid Phantasm",2015-01-31 23:42:34.531,"Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
407,"‫مريم الهندي‬‎",2015-01-10 22:00:55.762,"Check out this video on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
408,"Vincent T.",2013-09-29 00:44:30.904,"Echa un vistazo a la remezcla! / Check out the remix!  MILEY CYRUS - WRECKING BALL (THE HOUSE OF EDM REMIX)  MILEY CYRUS - WRECKING BALL (VINCENT T. REMIX)  ...click, enlace, suscríbase! / ...click, link, subscribe!","Shakira - Waka Waka",1
409,"Jimmy Hopkins",2015-05-27 20:02:52.297,"this fucking song like a&#39;n oreo the only white part is the good 1﻿","Eminem - Love The Way You Lie ft. Rihanna",0
410,"Yeung Marvin",2014-11-12 23:56:54,"Haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand, keep the salt up!﻿","PSY - GANGNAM STYLE(?????) M/V",0
411,"Ach raf",2014-08-29 02:10:56,"even without make up she is still  hot     http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿","Katy Perry - Roar",1
412,"Ruddy Tapia",2014-01-20 17:58:46,"get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿","PSY - GANGNAM STYLE(?????) M/V",1
413,"Ben vW",2015-05-24 14:00:01.233,"I could hear this for years ;3﻿","Eminem - Love The Way You Lie ft. Rihanna",0
414,"Mauro Tricolor",2014-10-30 20:43:47,"http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etc﻿","Katy Perry - Roar",1
415,"How To",2015-04-25 06:38:00.463,"PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿","Shakira - Waka Waka",1
416,"Mohamed Anhari",2015-05-19 23:02:25.583,"BEST SONG! GO SHAKI :D﻿","Shakira - Waka Waka",0
417,"Tydings Jay",2013-10-04 07:47:56.333,"Waka waka","Shakira - Waka Waka",0
418,"macgyver16",2013-07-23 17:00:14.596,"adf.ly / KlD3Y","Shakira - Waka Waka",1
419,"Dara O",2015-05-20 02:39:10.745,"So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿","Shakira - Waka Waka",0
420,"Hidden Love",2013-07-31 10:22:02.628,"Hi. Check out and share our songs.","Shakira - Waka Waka",1
421,"Sebastian Garcia",2014-10-16 00:50:14.327,"great l subscribe﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
422,"Jacob Johnson",NA,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Victorious . Luxuriant . Alcoholic . Responsible . Unbiased . Yoffa . Ociramma . Ociramma . Handsome . Arrowgance . Mizuxe . Boaconic . Sophisticated . Ill-fated . Spourmo . Chubby . Hioffpo . Probable . Singlewave","Eminem - Love The Way You Lie ft. Rihanna",1
423,"Play Now",2015-05-20 10:06:29.78,"like me﻿","Shakira - Waka Waka",0
424,"NoName",2015-05-17 01:07:13.243,"870,000,000 views...566,000 comments...oh my lanta﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
425,"DanteBTV",NA,"Check Out The New Hot Video By Dante B Called Riled Up","Eminem - Love The Way You Lie ft. Rihanna",1
426,"2010shevy",2014-11-06 01:23:03.262,"Check out this video on YouTube:﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
427,"The Emerald Minecraft",2015-05-22 00:47:50.295,"Lol I love this song﻿","Shakira - Waka Waka",0
428,"Paiky MC",NA,"dude check out psy","Eminem - Love The Way You Lie ft. Rihanna",1
429,"janez novak",NA,"share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna","Eminem - Love The Way You Lie ft. Rihanna",1
430,"Evgeny Murashkin",2013-11-08 17:34:21,"just for test I have to say murdev.com","PSY - GANGNAM STYLE(?????) M/V",1
431,"scott boshaw",2015-05-21 19:57:17.18,"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....﻿","Eminem - Love The Way You Lie ft. Rihanna",0
432,"JoelR Ch",2014-11-06 19:28:25,"http://flipagram.com/f/LUkA1QMrhF﻿","PSY - GANGNAM STYLE(?????) M/V",1
433,"The Silhouette",2014-11-08 09:25:51,"Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿","PSY - GANGNAM STYLE(?????) M/V",0
434,"Cléda Dimitri",2014-08-16 07:24:50,"http://www.rtbf.be/tv/emission/detail_the-voice-belgique/toutes-les-auditions/auditionDetail_?emissionId=3873&amp;id=342  Please join me to the voice Liked and shared it please to win more audition  score. Thanks so much﻿","Katy Perry - Roar",1
435,"Christopher Pete S.",2014-09-07 22:39:21,"Subscribe and u are gonna hear me roar ;)﻿","Katy Perry - Roar",1
436,"timemastro1",2013-09-05 19:31:01.424,"god she is so sexy! drives me crazy!","Shakira - Waka Waka",0
437,"Angie Sivrikozi",2014-08-27 21:12:48,"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿","Katy Perry - Roar",0
438,"kevin alvarado",NA,"Check out this video on YouTube:﻿","Eminem - Love The Way You Lie ft. Rihanna",1
439,"Derek Moya",NA,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  When does the flimsy slip facilitate the manager? How does the noise set goals the anxious regret? How does the actually loss retrieve the smile?","Eminem - Love The Way You Lie ft. Rihanna",1
440,"Charles Breheny",2014-10-25 15:55:59,"Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com﻿","Katy Perry - Roar",1
441,"Ariel Baptista",2014-11-02 05:06:46,"http://www.ebay.com/itm/131338190916?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿","PSY - GANGNAM STYLE(?????) M/V",1
442,"Bruno Alderete",2014-11-02 14:15:55,"EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿","Katy Perry - Roar",1
443,"JuniorVlogz",2015-03-03 21:02:26.389,"Like this comment if you still jam out to this song after 4 years ﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
444,"Gabriella Korotasz",2013-10-04 22:49:59.635,"She&#39;s so pretty","Shakira - Waka Waka",0
445,"DatoJason Jason",2014-09-17 19:52:54,"It is a shit﻿","Katy Perry - Roar",0
446,"Louis Bryant",2013-10-12 15:55:05.693,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss.","Shakira - Waka Waka",1
447,"manish srinivas",2015-05-26 10:35:10.23,"awesome song ever﻿","Eminem - Love The Way You Lie ft. Rihanna",0
448,"Victor Gamer",2015-04-13 02:00:20.152,"View 851.247.920<br /><br /> Best youtube Video<br />If Subscribe to My Channel please!<br />Thank you! &lt;3<br /><br />Melhor Vídeo do youtube<br />Se Inscreva no Meu canal por favor!<br />Obrigado! &lt;3<br /><br />Mejor Video youtube<br />Si suscriba a mi canal por favor!<br />Gracias! &lt;3<br /><br />Meilleur vidéo youtube<br />Si vous abonner à Ma Chaîne se il vous plaît!<br />Merci! &lt;3﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1
449,"ArioseRose",2014-11-13 15:20:31,"Don't mind me, I'm just checking what the views are up to : )﻿","PSY - GANGNAM STYLE(?????) M/V",0
450,"macgyver16",2013-08-16 14:07:09.668,"adf.ly /KlD3Y","Shakira - Waka Waka",1
451,"snsddien",2015-05-27 13:17:02.665,"This awesome song needed 4 years to reach to 800 mil views while Tango Switch bitch needed 1 year. its not fairrrrrrr﻿","LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0
