,COMMENT_ID,AUTHOR,DATE,CONTENT,VIDEO_NAME,CLASS,TOKENIZED
318,319,javiera fracisca labrin,2015-05-17 19:43:43.872,this very good so I dance with some companions front of the whole school﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0,"['this', 'very', 'good', 'so', 'i', 'dance', 'with', 'some', 'companions', 'front', 'of', 'the', 'whole', 'school\ufeff']"
319,320,Maria Montana,2015-05-23 04:15:02.178,"Awesome song!,congratulations!!!﻿",Eminem - Love The Way You Lie ft. Rihanna,0,"['awesome', 'song', '!', ',', 'congratulations', '!', '!', '!', '\ufeff']"
320,321,Parssa Alimadad,2014-11-07 07:54:13,"Dear person reading this, You are beautiful and loving Have a great day﻿",PSY - GANGNAM STYLE(?????) M/V,0,"['dear', 'person', 'reading', 'this', ',', 'you', 'are', 'beautiful', 'and', 'loving', 'have', 'a', 'great', 'day\ufeff']"
321,322,Aarjav Parmar,2014-10-18 06:15:45,Man she is BEAUTIFUL!﻿,Katy Perry - Roar,0,"['man', 'she', 'is', 'beautiful', '!', '\ufeff']"
322,323,Hambro,,HUH HYUCK HYUCK IM SPECIAL WHO&#39;S WATCHING THIS IN 2015 IM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE IM JUST A RAPPER WITH A DREAM IM GONNA SHARE THIS ON GOOGLE PLUS BECAUSE IM SO COOL.﻿,Eminem - Love The Way You Lie ft. Rihanna,1,"['huh', 'hyuck', 'hyuck', 'im', 'special', 'who', '&', '#', '39', ';', 's', 'watching', 'this', 'in', '2015', 'im', 'from', 'australia', 'or', 'something', 'give', 'me', 'attention', 'please', 'im', 'just', 'a', 'rapper', 'with', 'a', 'dream', 'im', 'gon', 'na', 'share', 'this', 'on', 'google', 'plus', 'because', 'im', 'so', 'cool.\ufeff']"
323,324,Lizzy Molly,,PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,Eminem - Love The Way You Lie ft. Rihanna,1,"['please', 'check', 'out', 'my', 'video', 'called', '&', 'quot', ';', 'we', 'love', 'mind', 'master', 'it', '&', 'quot', ';', 'thanks']"
324,325,Hunter Scott,2014-11-01 04:23:42.175,SUBSCRIBE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['subscribe', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '\ufeff']"
325,326,katy perry,2014-10-24 14:12:49,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,Katy Perry - Roar,1,"['hey', 'katycats', '!', 'we', 'are', 'releasing', 'a', 'movie', 'at', 'midnight', 'uk', 'time', 'to', 'celebrate', 'katy', ""'s"", '30th', 'birthday', '!', 'be', 'sure', 'to', 'subscribe', 'to', 'our', 'channel', 'and', 'watch', 'the', 'movie', '!', '\ufeff']"
326,327,TheParkourGamingPotato,2014-09-10 22:58:23,subscribe to me﻿,Katy Perry - Roar,1,"['subscribe', 'to', 'me\ufeff']"
327,328,Ernest Foli,2015-05-25 21:08:10.798,fave song﻿,Shakira - Waka Waka,0,"['fave', 'song\ufeff']"
328,329,lil jay,2014-09-10 03:52:22.309,Check out my music niggas﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['check', 'out', 'my', 'music', 'niggas\ufeff']"
329,330,Joe Ybarra,2015-05-12 06:07:23.379,Guys lmfaois going to have a reunion on June/27/15 at expo Idaho gardens there going 2 performe live and there&#39;s going 2 be a press conference after to answer questions about were there been its all live on my channel I got publishing rights subscribe to my channel to watch the whole thing if u don&#39;t believe me look it up hope to see all u true fans there and yes it&#39;s free ﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['guys', 'lmfaois', 'going', 'to', 'have', 'a', 'reunion', 'on', 'june/27/15', 'at', 'expo', 'idaho', 'gardens', 'there', 'going', '2', 'performe', 'live', 'and', 'there', '&', '#', '39', ';', 's', 'going', '2', 'be', 'a', 'press', 'conference', 'after', 'to', 'answer', 'questions', 'about', 'were', 'there', 'been', 'its', 'all', 'live', 'on', 'my', 'channel', 'i', 'got', 'publishing', 'rights', 'subscribe', 'to', 'my', 'channel', 'to', 'watch', 'the', 'whole', 'thing', 'if', 'u', 'don', '&', '#', '39', ';', 't', 'believe', 'me', 'look', 'it', 'up', 'hope', 'to', 'see', 'all', 'u', 'true', 'fans', 'there', 'and', 'yes', 'it', '&', '#', '39', ';', 's', 'free', '\ufeff']"
330,331,Googles top ten pics,2014-11-06 05:26:28,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿,Katy Perry - Roar,0,"['katy', 'perry', '-', 'roar', '(', 'official', ')', ':', 'http', ':', '//youtu.be/cevxzvsjlk8.', 'i', 'love', 'this', 'song', 'and', 'video', 'katy', 'perry', 'rocks', 'wahoo', '!', '😀😘\ufeff']"
331,332,Neeru bala,2013-09-05 23:07:09.056,Hi.. Everyone.. If anyone after real online work. I can help u. Earn lots of money. It&#39;s fun. It&#39;s real and affiliated company.. U not think u r working. It&#39;s easy and enjoyable. For more info contact me .. Neeru105@ gmail.com,Shakira - Waka Waka,1,"['hi..', 'everyone..', 'if', 'anyone', 'after', 'real', 'online', 'work.', 'i', 'can', 'help', 'u.', 'earn', 'lots', 'of', 'money.', 'it', '&', '#', '39', ';', 's', 'fun.', 'it', '&', '#', '39', ';', 's', 'real', 'and', 'affiliated', 'company..', 'u', 'not', 'think', 'u', 'r', 'working.', 'it', '&', '#', '39', ';', 's', 'easy', 'and', 'enjoyable.', 'for', 'more', 'info', 'contact', 'me', '..', 'neeru105', '@', 'gmail.com']"
332,333,Hazetrix (EHazardStudio),2015-04-08 00:09:33.033,hey guys im 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me:)﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['hey', 'guys', 'im', '17', 'years', 'old', 'remixer', 'and', 'producer', 'and', 'i', 'want', 'you', 'guys', 'to', 'help', 'me', 'checking', 'my', 'videos', 'i', 'am', 'sure', 'you', 'will', 'love', 'those', 'music', 'if', 'you', 'love', 'them', 'then', 'subscribe', 'so', 'you', 'will', 'know', 'more', 'about', 'me', ':', ')', '\ufeff']"
333,334,angela pollman,2013-11-04 01:38:02.979,and how many subscribers compared to her over a million,Shakira - Waka Waka,1,"['and', 'how', 'many', 'subscribers', 'compared', 'to', 'her', 'over', 'a', 'million']"
334,335,InterGaming,2014-11-14 13:16:24,everyones back lool this is almost 3 years old and people are still hear!  xD﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['everyones', 'back', 'lool', 'this', 'is', 'almost', '3', 'years', 'old', 'and', 'people', 'are', 'still', 'hear', '!', 'xd\ufeff']"
335,336,lebanonwarior1,2014-11-06 18:07:21,Song name??﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['song', 'name', '?', '?', '\ufeff']"
336,337,Made2Falter,2014-09-09 23:55:30,"Check out our vids, our songs are awesome! And that I guarantee :)﻿",Katy Perry - Roar,1,"['check', 'out', 'our', 'vids', ',', 'our', 'songs', 'are', 'awesome', '!', 'and', 'that', 'i', 'guarantee', ':', ')', '\ufeff']"
337,338,Darth Vaderbro,2014-09-20 00:05:45,If interested in making extra money by internet use the next link www.swagbucks.com/refer/Nonturtle02﻿,Katy Perry - Roar,1,"['if', 'interested', 'in', 'making', 'extra', 'money', 'by', 'internet', 'use', 'the', 'next', 'link', 'www.swagbucks.com/refer/nonturtle02\ufeff']"
338,339,Uroš Slemenjak,2014-11-07 12:16:21,"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",Katy Perry - Roar,1,"['people', ',', 'here', 'is', 'a', 'new', 'network', 'like', 'fb', '...', 'you', 'register', 'also', 'free', ',', 'the', 'difference', 'is', 'only', 'that', 'you', 'get', 'paid', 'for', 'sharing', ',', 'commenting', 'and', 'liking', 'posts', 'and', 'so', 'one', '...', 'do', ""n't"", 'waste', 'your', 'time', 'on', 'fb', 'for', 'sharing', 'and', 'not', 'being', 'paid', '!', '!', 'register', 'here', 'to', 'make', 'also', 'money', 'with', 'your', 'everyday', 'posts', '!', '!', 'https', ':', '//www.tsu.co/slema13', 'wellcome', 'to', 'everyone', '!', ';', ')', '\ufeff']"
339,340,Malvin Baez,2015-05-03 01:39:03.193,PLEASE DON&#39;T LIKE THIS COMMENT IF YOU ARE WATCHING IN 2015!!!!!!!!!!!﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['please', 'don', '&', '#', '39', ';', 't', 'like', 'this', 'comment', 'if', 'you', 'are', 'watching', 'in', '2015', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '\ufeff']"
340,341,Joengz,2014-01-19 10:31:10,"Check out my dubstep song ""Fireball"", made with Fruity Loops. I really took  time in it.  /watch?v=telOA6RIO8o﻿",PSY - GANGNAM STYLE(?????) M/V,1,"['check', 'out', 'my', 'dubstep', 'song', '``', 'fireball', ""''"", ',', 'made', 'with', 'fruity', 'loops.', 'i', 'really', 'took', 'time', 'in', 'it.', '/watch', '?', 'v=teloa6rio8o\ufeff']"
341,342,Matheus Ribeiro,2015-05-20 01:41:33.711,Good times ...﻿,Shakira - Waka Waka,0,"['good', 'times', '...', '\ufeff']"
342,343,anthony Jennings,2014-11-07 23:26:04,"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....﻿",PSY - GANGNAM STYLE(?????) M/V,0,"['people', 'who', 'say', 'that', '``', 'this', 'song', 'is', 'too', 'old', 'now', ',', 'there', ""'s"", 'no', 'point', 'of', 'listening', 'to', 'it', ""''"", 'suck.', 'just', 'stfu', 'and', 'enjoy', 'the', 'music.', 'so', ',', 'your', 'mom', 'is', 'old', 'too', 'but', 'you', 'still', 'listen', 'to', 'her', 'right', '?', '...', '.\ufeff']"
343,344,Themayerlife,,Check out my mummy chanel!,Eminem - Love The Way You Lie ft. Rihanna,1,"['check', 'out', 'my', 'mummy', 'chanel', '!']"
344,345,ovidiu mitricioiu,2015-05-26 08:11:50.918,BEAUTIFUL,Shakira - Waka Waka,0,['beautiful']
345,346,Emily Horposniac,2015-03-19 10:33:00.987,Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['help', 'me', 'get', '10000000', 'subscribers', 'by', 'tomorrow', '!', '<', 'br', '/', '>', '<', 'br', '/', '>', '<', 'br', '/', '>', '<', 'br', '/', '>', '<', 'br', '/', '>', '<', 'br', '/', '>', '<', 'br', '/', '>', '<', 'br', '/', '>', '<', 'br', '/', '>', '<', 'br', '/', '>', '<', 'br', '/', '>', '(', 'joking', 'don', '&', '#', '39', ';', 't', 'get', 'butt', 'hurt', ')', '\ufeff']"
346,347,Anastasia Trevla,2015-05-23 18:35:07.666,I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,Shakira - Waka Waka,0,"['i', 'love', 'shakira', '!', '!', '!', '!', '!', '!', '❤🎵🎶🎼🎸\ufeff']"
347,348,Trygve Nilsen,2015-05-25 19:48:16.265,I felt old when I realized that this song was 5 years old...﻿,Shakira - Waka Waka,0,"['i', 'felt', 'old', 'when', 'i', 'realized', 'that', 'this', 'song', 'was', '5', 'years', 'old', '...', '\ufeff']"
348,349,Nader sheckler,2015-05-22 23:24:03.588,#1 song in world even in 2015﻿,Eminem - Love The Way You Lie ft. Rihanna,0,"['#', '1', 'song', 'in', 'world', 'even', 'in', '2015\ufeff']"
349,350,Eliana Guzman,2015-05-24 15:47:50.071,Wow I love it ﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0,"['wow', 'i', 'love', 'it', '\ufeff']"
350,351,James Cook,2013-10-20 13:31:10.083,"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",Shakira - Waka Waka,1,"['stop', 'wasting', 'up', 'your', 'time', 'and', 'get', 'paid', 'to', 'mess', 'around', 'on', 'facebook', 'and', 'twitter', '!', 'get', 'paid', 'upto', '$', '25', 'to', '$', '35', 'an', 'hour', '...', 'only', 'at', '4netjobs.com', 'work', 'from', 'the', 'comfort', 'of', 'your', 'home', '...', 'we', 'are', 'currently', 'hiring', 'people', 'from', 'all', 'over', 'the', 'world', ',', 'for', 'a', 'wide', 'range', 'of', 'social', 'media', 'jobs', 'on', 'sites', 'such', 'as', 'facebook', ',', 'twitter', 'and', 'youtube.', 'you', 'don', '&', '#', '39', ';', 't', 'need', 'any', 'prior', 'skills', 'or', 'experience', 'and', 'you', 'can', 'begin', 'work', 'immediately', '!', 'you', 'can', 'easily', 'make', '$', '4000', 'to', '$', '5000+', 'monthly', 'income…only', 'at', '4netjobs.com']"
351,352,Angela Flemming,2014-11-08 03:46:33,Still a very fun music video to watch! ﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['still', 'a', 'very', 'fun', 'music', 'video', 'to', 'watch', '!', '\ufeff']"
352,353,Oscar Yovera Palacios,2015-05-16 01:24:57.701,likeeeeeeeee﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0,['likeeeeeeeee\ufeff']
353,354,hassan laidli,2015-05-26 09:23:16.049,cool﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0,['cool\ufeff']
354,355,Nash Alema,2015-05-25 03:09:41.79,Waka waka﻿,Shakira - Waka Waka,0,"['waka', 'waka\ufeff']"
355,356,Thiago Andrade,2015-05-25 08:08:49.121,Nice vídeo shakira good﻿,Shakira - Waka Waka,0,"['nice', 'vídeo', 'shakira', 'good\ufeff']"
356,357,leslie mendoza,2015-05-27 04:28:42.896,best song﻿,Eminem - Love The Way You Lie ft. Rihanna,0,"['best', 'song\ufeff']"
357,358,Louis Bryant,2013-10-12 15:19:50.282,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",Shakira - Waka Waka,1,"['you', 'guys', 'should', 'check', 'out', 'this', 'extraordinary', 'website', 'called', 'zonepa.com', '.', 'you', 'can', 'make', 'money', 'online', 'and', 'start', 'working', 'from', 'home', 'today', 'as', 'i', 'am', '!', 'i', 'am', 'making', 'over', '$', '3,000+', 'per', 'month', 'at', 'zonepa.com', '!', 'visit', 'zonepa.com', 'and', 'check', 'it', 'out', '!', 'the', 'plausible', 'summer', 'submits', 'the', 'behavior.', 'when', 'does', 'the', 'grass', 'check', 'the', 'peaceful', 'seat', '?', 'the', 'country', 'strategizes', 'the', 'edge', '.']"
358,359,Gianpaolo T,2014-11-07 15:58:09,Wow 23 min ago﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['wow', '23', 'min', 'ago\ufeff']"
359,360,Dicky Tricahyadi,2015-05-20 05:49:45.161,LMFAO IS THE BEST﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0,"['lmfao', 'is', 'the', 'best\ufeff']"
360,361,Brandtastic 1080,,Hay dakota u earned a subscribee,Eminem - Love The Way You Lie ft. Rihanna,1,"['hay', 'dakota', 'u', 'earned', 'a', 'subscribee']"
361,362,ollie123216,2014-10-23 22:20:43,"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿",Katy Perry - Roar,0,"['how', 'do', 'you', 'forget', 'you', 'have', 'a', 'choice', ',', 'and', 'what', 'the', 'fuck', ',', 'surviving', 'a', 'plane', 'crash', 'has', 'a', '1/1000', 'chance', 'of', 'happening.\ufeff']"
362,363,Felipe Browne,2015-05-08 01:52:42.291,Check out this video on YouTube: ﻿,Shakira - Waka Waka,1,"['check', 'out', 'this', 'video', 'on', 'youtube', ':', '\ufeff']"
363,364,Karolína Hlavatá,2015-05-27 14:41:43.081,wery good﻿,Shakira - Waka Waka,0,"['wery', 'good\ufeff']"
364,365,high tems,2013-10-12 09:13:19.285,subscribe  my,Shakira - Waka Waka,1,"['subscribe', 'my']"
365,366,Zain Hassan,2014-08-29 19:00:20,Thanks to this video we know that Nokia phones can survive a plane crash.﻿,Katy Perry - Roar,0,"['thanks', 'to', 'this', 'video', 'we', 'know', 'that', 'nokia', 'phones', 'can', 'survive', 'a', 'plane', 'crash.\ufeff']"
366,367,Nedim Alp SEÇGEL,2014-11-01 02:37:29,Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063﻿,Katy Perry - Roar,1,"['facebook', 'account', 'hack', '!', '!', 'http', ':', '//hackfbaccountlive.com/', '?', 'ref=4477063\ufeff']"
367,368,ThoseFour KidsYaay,2014-11-08 10:14:47,2 billion for this shit?﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['2', 'billion', 'for', 'this', 'shit', '?', '\ufeff']"
368,369,M.E.S,,hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,Eminem - Love The Way You Lie ft. Rihanna,1,"['hey', 'guys', 'look', 'im', 'aware', 'im', 'spamming', 'and', 'it', 'pisses', 'people', 'off', 'but', 'please', 'take', 'a', 'moment', 'to', 'check', 'out', 'my', 'music.', 'im', 'a', 'young', 'rapper', 'and', 'i', 'love', 'to', 'do', 'it', 'and', 'i', 'just', 'wan', 'na', 'share', 'my', 'music', 'with', 'more', 'people', 'just', 'click', 'my', 'picture', 'and', 'then', 'see', 'if', 'you', 'like', 'my', 'stuff']"
369,370,Mai Nguyễn,2014-08-28 03:53:35,"help me click on the subscribe Mai Nguyen, thank you﻿",Katy Perry - Roar,1,"['help', 'me', 'click', 'on', 'the', 'subscribe', 'mai', 'nguyen', ',', 'thank', 'you\ufeff']"
370,371,annabelle dalal,2013-10-02 03:50:46.921,She is good,Shakira - Waka Waka,0,"['she', 'is', 'good']"
371,372,Boksu Boc,2015-05-23 08:36:40.952,EMINEM&lt;3 <br />the best rapper ever&lt;3﻿,Eminem - Love The Way You Lie ft. Rihanna,0,"['eminem', '&', 'lt', ';', '3', '<', 'br', '/', '>', 'the', 'best', 'rapper', 'ever', '&', 'lt', ';', '3\ufeff']"
372,373,fortune kitty52,2014-10-11 11:26:00,Since when has Katy Perry had her own YouTube channel?﻿,Katy Perry - Roar,0,"['since', 'when', 'has', 'katy', 'perry', 'had', 'her', 'own', 'youtube', 'channel', '?', '\ufeff']"
373,374,harold_123,2015-05-25 01:03:35.172,"Every collaboration between them, we know it will be number 1 ﻿",Eminem - Love The Way You Lie ft. Rihanna,0,"['every', 'collaboration', 'between', 'them', ',', 'we', 'know', 'it', 'will', 'be', 'number', '1', '\ufeff']"
374,375,Eli Zabeth,2015-05-17 01:14:28.368,In my head this is like 2 years ago.. Time FLIES﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",0,"['in', 'my', 'head', 'this', 'is', 'like', '2', 'years', 'ago..', 'time', 'flies\ufeff']"
375,376,nataly gonzález,2015-05-19 21:49:18.833,She looks like Megan Fox 😂 xD!!﻿,Eminem - Love The Way You Lie ft. Rihanna,0,"['she', 'looks', 'like', 'megan', 'fox', '😂', 'xd', '!', '!', '\ufeff']"
376,377,Itss Synco,2014-11-11 22:37:23,"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿",PSY - GANGNAM STYLE(?????) M/V,1,"['come', 'and', 'check', 'out', 'my', 'new', 'youtube', 'chhanel', ',', 'going', 'to', 'be', 'posting', 'daily', '!', '\ufeff']"
377,378,damion taylor,2013-07-21 20:20:34.118,check out my new video,Shakira - Waka Waka,1,"['check', 'out', 'my', 'new', 'video']"
378,379,SuperPanic3,2015-01-17 20:26:39.026,LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock",1,"['like', 'and', 'subscrib', 'if', 'you', 'watch', 'in', '2015', ';', ')', '\ufeff']"
379,380,juanmanuel cespedes,2014-11-07 22:59:13,i hate this music. fucking singer and every koean chainise ana US sucks me dick.﻿,PSY - GANGNAM STYLE(?????) M/V,0,"['i', 'hate', 'this', 'music.', 'fucking', 'singer', 'and', 'every', 'koean', 'chainise', 'ana', 'us', 'sucks', 'me', 'dick.\ufeff']"
